GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G5100030","1840","Virginia","510","Albemarle","0030","Albemarle",100,75,51,49,21,1,101,79,68,36,22,0,2042,1778,1034,837,332,0,2071,1733,962,713,307,0,10512,603,11809,297,306,6023,5786
"G5100050","1840","Virginia","510","Alleghany","0050","Alleghany",9,8,4,3,3,0,18,5,2,6,2,0,87,100,75,41,15,0,66,74,42,30,17,0,2142,60,547,27,33,318,229
"G5100070","1840","Virginia","510","Amelia","0070","Amelia",31,29,25,13,4,0,40,36,20,17,7,1,1225,974,579,550,207,0,1199,1023,592,449,221,4,3074,223,7023,102,121,3535,3488
"G5100090","1840","Virginia","510","Amherst","0090","Amherst",61,55,30,22,12,0,58,60,38,25,11,1,1014,831,490,391,177,0,987,901,446,378,162,0,6426,373,5777,180,193,2903,2874
"G5100150","1840","Virginia","510","Augusta","0150","Augusta",72,51,22,27,16,0,79,65,35,37,17,0,692,672,416,273,108,0,678,657,297,245,97,0,15072,421,4135,188,233,2161,1974
"G5100170","1840","Virginia","510","Bath","0170","Bath",18,7,5,6,6,0,13,12,6,6,4,0,172,175,79,60,22,0,196,170,72,73,28,0,3170,83,1047,42,41,508,539
"G5100190","1840","Virginia","510","Bedford","0190","Bedford",44,47,36,26,21,0,46,45,22,19,16,1,1596,1358,849,550,198,3,1569,1285,751,485,217,3,11016,323,8864,174,149,4554,4310
"G5100195","1840","Virginia","510","Berkeley","0195","Berkeley",50,22,30,31,24,0,38,26,31,22,18,1,333,367,144,98,39,0,335,312,161,90,40,0,8760,293,1919,157,136,981,938
"G5100230","1840","Virginia","510","Botetourt","0230","Botetourt",61,57,34,30,8,0,60,60,35,26,6,0,501,426,339,182,62,1,518,455,257,132,51,1,8377,377,2925,190,187,1511,1414
"G5100233","1840","Virginia","510","Braxton","0233","Braxton",0,0,1,0,0,0,0,1,0,0,0,0,6,15,5,2,1,0,15,9,5,3,3,0,2509,2,64,1,1,29,35
"G5100237","1840","Virginia","510","Brooke","0237","Brooke",4,14,10,8,3,0,9,9,9,5,6,0,10,21,5,3,3,1,9,20,11,7,1,0,7780,77,91,39,38,43,48
"G5100250","1840","Virginia","510","Brunswick","0250","Brunswick",87,82,54,49,20,0,80,94,57,27,13,0,1580,1301,702,653,244,0,1530,1258,758,527,250,2,4978,563,8805,292,271,4480,4325
"G5100290","1840","Virginia","510","Buckingham","0290","Buckingham",64,76,34,33,24,0,56,73,41,37,11,0,1923,1647,1070,854,314,3,1779,1564,920,677,261,2,7323,449,11014,231,218,5811,5203
"G5100293","1840","Virginia","510","Cabell","0293","Cabell",2,1,4,3,2,0,1,4,0,1,4,0,105,95,38,24,11,1,107,92,45,39,10,0,7574,22,567,12,10,274,293
"G5100310","1840","Virginia","510","Campbell","0310","Campbell",114,117,65,38,25,3,76,145,90,60,37,2,1717,1679,899,641,235,4,1611,1559,840,590,266,4,10213,772,10045,362,410,5175,4870
"G5100330","1840","Virginia","510","Caroline","0330","Caroline",140,111,49,43,19,0,129,133,62,60,27,1,1813,1468,760,634,280,1,1832,1648,912,654,310,2,6725,774,10314,362,412,4956,5358
"G5100360","1840","Virginia","510","Charles City","0360","Charles City",92,113,53,57,21,0,107,92,60,53,22,0,397,385,198,173,101,1,393,295,223,169,98,0,1671,670,2433,336,334,1255,1178
"G5100370","1840","Virginia","510","Charlotte","0370","Charlotte",69,35,14,19,10,0,63,51,20,17,7,0,1642,1318,889,676,233,0,1570,1329,846,556,200,1,5030,305,9260,147,158,4758,4502
"G5100410","1840","Virginia","510","Chesterfield","0410","Chesterfield",75,69,50,39,16,0,101,92,66,50,28,1,1325,1309,929,777,255,0,1388,1216,707,544,247,5,7859,587,8702,249,338,4595,4107
"G5100430","1840","Virginia","510","Clarke","0430","Clarke",30,16,8,13,5,1,28,21,17,14,8,0,576,503,328,269,95,0,552,426,260,210,105,1,2867,161,3325,73,88,1771,1554
"G5100470","1840","Virginia","510","Culpeper","0470","Culpeper",67,55,25,17,12,1,74,59,37,23,21,0,1108,961,453,390,155,1,1069,938,454,362,177,1,4933,391,6069,177,214,3068,3001
"G5100490","1840","Virginia","510","Cumberland","0490","Cumberland",56,61,28,25,14,1,44,54,26,26,20,0,1110,1005,699,523,219,0,1163,919,547,424,170,2,3263,355,6781,185,170,3556,3225
"G5100530","1840","Virginia","510","Dinwiddie","0530","Dinwiddie",388,376,268,177,76,0,353,417,343,268,94,4,1361,1692,904,771,290,1,1460,1492,905,745,325,1,9847,2764,9947,1285,1479,5019,4928
"G5100550","1840","Virginia","510","Elizabeth City","0550","Elizabeth City",3,8,6,4,2,0,8,5,1,5,2,0,261,285,198,118,63,0,227,256,137,105,58,0,1954,44,1708,23,21,925,783
"G5100570","1840","Virginia","510","Essex","0570","Essex",130,60,49,29,12,0,103,80,72,43,20,0,1161,1019,535,446,186,0,1190,999,569,433,218,0,3955,598,6756,280,318,3347,3409
"G5100590","1840","Virginia","510","Fairfax","0590","Fairfax",70,75,34,21,11,0,77,80,47,18,14,1,565,619,259,161,102,9,604,570,295,159,103,7,5469,448,3453,211,237,1715,1738
"G5100610","1840","Virginia","510","Fauquier","0610","Fauquier",114,102,48,42,22,0,138,89,56,40,37,0,2012,1601,786,655,311,4,1935,1572,865,617,344,6,10501,688,10708,328,360,5369,5339
"G5100615","1840","Virginia","510","Fayette","0615","Fayette",3,1,2,1,0,0,7,1,2,1,0,0,14,29,5,13,4,0,18,25,7,13,5,0,3773,18,133,7,11,65,68
"G5100630","1840","Virginia","510","Floyd","0630","Floyd",1,1,0,1,0,0,4,0,1,1,0,0,53,49,16,18,7,0,71,57,25,17,8,0,4123,9,321,3,6,143,178
"G5100650","1840","Virginia","510","Fluvanna","0650","Fluvanna",35,34,16,10,8,0,42,26,18,16,16,0,716,638,375,278,106,0,693,635,347,242,116,0,4445,221,4146,103,118,2113,2033
"G5100670","1840","Virginia","510","Franklin","0670","Franklin",29,29,10,8,7,0,30,28,15,11,7,0,946,792,352,255,117,0,985,867,438,266,140,0,10500,174,5158,83,91,2462,2696
"G5100690","1840","Virginia","510","Frederick","0690","Frederick",131,119,61,48,41,0,139,116,70,58,37,1,370,423,167,134,50,2,371,408,182,129,63,3,11119,821,2302,400,421,1146,1156
"G5100710","1840","Virginia","510","Giles","0710","Giles",15,6,2,6,2,0,7,7,1,3,0,0,120,89,30,32,7,0,116,85,49,36,10,0,4684,49,574,31,18,278,296
"G5100730","1840","Virginia","510","Gloucester","0730","Gloucester",101,93,44,36,18,0,94,87,70,37,30,2,990,849,455,373,188,0,950,806,524,367,186,3,4412,612,5691,292,320,2855,2836
"G5100750","1840","Virginia","510","Goochland","0750","Goochland",108,106,50,52,32,0,96,91,61,58,36,0,950,730,575,477,174,0,954,665,468,356,150,1,3570,690,5500,348,342,2906,2594
"G5100770","1840","Virginia","510","Grayson","0770","Grayson",7,9,5,4,4,0,4,6,10,2,2,0,94,80,39,22,5,0,92,85,43,21,11,0,8542,53,492,29,24,240,252
"G5100775","1840","Virginia","510","Greenbrier","0775","Greenbrier",21,28,28,22,1,0,30,33,16,13,2,0,182,244,119,62,23,0,172,210,124,66,12,0,7287,194,1214,100,94,630,584
"G5100790","1840","Virginia","510","Greene","0790","Greene",7,9,2,0,2,0,6,9,5,3,2,0,349,249,105,101,41,0,340,264,141,102,48,0,2447,45,1740,20,25,845,895
"G5100810","1840","Virginia","510","Greensville","0810","Greensville",27,16,19,8,9,0,15,14,11,9,8,0,802,618,392,300,91,0,764,621,339,250,124,1,1928,136,4302,79,57,2203,2099
"G5100830","1840","Virginia","510","Halifax","0830","Halifax",95,85,51,34,24,1,102,76,57,37,13,0,2521,2131,1312,954,379,6,2561,2007,1178,824,339,4,11145,575,14216,290,285,7303,6913
"G5100833","1840","Virginia","510","Hampshire","0833","Hampshire",28,33,18,11,8,0,32,26,13,11,9,0,248,286,105,62,30,0,236,236,112,62,26,0,10703,189,1403,98,91,731,672
"G5100850","1840","Virginia","510","Hanover","0850","Hanover",47,35,27,24,16,0,41,39,34,23,25,1,1522,1221,613,564,249,2,1520,1197,758,504,241,3,6262,312,8394,149,163,4171,4223
"G5100853","1840","Virginia","510","Hardy","0853","Hardy",67,65,27,22,7,0,69,70,28,22,14,0,226,193,90,59,23,0,198,182,91,52,17,0,6100,391,1131,188,203,591,540
"G5100857","1840","Virginia","510","Harrison","0857","Harrison",16,19,3,10,3,0,32,19,7,12,5,0,125,113,34,29,15,0,132,120,65,40,20,0,16850,126,693,51,75,316,377
"G5100870","1840","Virginia","510","Henrico","0870","Henrico",357,422,261,239,74,0,369,448,382,272,111,4,1494,2212,1862,1189,353,0,1537,1950,1212,1074,351,3,16900,2939,13237,1353,1586,7110,6127
"G5100890","1840","Virginia","510","Henry","0890","Henry",51,38,9,10,3,0,56,38,18,12,5,0,528,393,213,162,73,0,550,433,229,192,78,1,4243,240,2852,111,129,1369,1483
"G5100930","1840","Virginia","510","Isle Of Wight","0930","Isle Of Wight",199,211,89,67,38,0,205,221,124,64,49,1,627,637,379,268,152,1,547,512,292,231,137,3,4918,1268,3786,604,664,2064,1722
"G5100935","1840","Virginia","510","Jackson","0935","Jackson",0,0,0,0,0,0,0,0,0,0,0,0,17,13,6,5,1,0,17,16,6,5,1,0,4803,0,87,0,0,42,45
"G5100950","1840","Virginia","510","James City","0950","James City",78,72,37,25,17,0,85,93,46,44,9,1,293,295,202,186,42,1,279,258,202,134,55,0,1325,507,1947,229,278,1019,928
"G5100953","1840","Virginia","510","Jefferson","0953","Jefferson",98,86,52,42,20,1,86,90,60,42,25,0,739,672,401,285,102,3,702,583,317,245,106,2,9323,602,4157,299,303,2202,1955
"G5100957","1840","Virginia","510","Kanawha","0957","Kanawha",27,17,7,10,0,0,5,12,10,9,0,0,407,467,431,168,44,2,365,330,189,125,32,0,10910,97,2560,61,36,1519,1041
"G5100970","1840","Virginia","510","King And Queen","0970","King And Queen",97,86,33,27,11,0,83,79,43,29,11,0,1133,819,462,336,176,0,1086,850,541,359,174,1,4426,499,5937,254,245,2926,3011
"G5100990","1840","Virginia","510","King George","0990","King George",47,38,18,20,8,1,47,44,24,17,12,0,605,448,278,249,102,4,612,451,317,210,105,1,2269,276,3382,132,144,1686,1696
"G5101010","1840","Virginia","510","King William","1010","King William",59,45,21,20,11,0,48,55,35,21,13,0,1010,797,420,347,169,0,1032,833,569,389,214,0,3150,328,5780,156,172,2743,3037
"G5101030","1840","Virginia","510","Lancaster","1030","Lancaster",42,27,27,10,5,0,52,38,22,15,9,0,438,364,188,152,65,0,450,352,223,174,72,0,1903,247,2478,111,136,1207,1271
"G5101050","1840","Virginia","510","Lee","1050","Lee",7,5,1,2,2,0,6,3,2,1,3,0,112,94,47,17,2,1,120,100,58,22,6,1,7829,32,580,17,15,273,307
"G5101053","1840","Virginia","510","Lewis","1053","Lewis",12,4,1,3,1,0,9,4,1,3,0,0,22,16,10,6,2,0,24,22,9,7,5,1,7989,38,124,21,17,56,68
"G5101057","1840","Virginia","510","Logan","1057","Logan",0,0,0,0,0,0,0,0,0,0,0,0,31,32,15,1,0,0,27,24,12,3,5,0,4159,0,150,0,0,79,71
"G5101070","1840","Virginia","510","Loudoun","1070","Loudoun",208,171,104,93,61,1,210,195,110,91,73,1,880,886,406,337,157,2,862,872,410,298,163,0,13840,1318,5273,638,680,2668,2605
"G5101090","1840","Virginia","510","Louisa","1090","Louisa",60,60,19,18,16,0,70,60,31,25,17,0,1666,1298,722,601,238,0,1574,1359,740,567,245,0,6047,376,9010,173,203,4525,4485
"G5101110","1840","Virginia","510","Lunenburg","1110","Lunenburg",42,27,20,8,6,0,38,40,18,11,6,0,1135,1041,569,466,176,0,1219,1016,540,378,167,0,4132,216,6707,103,113,3387,3320
"G5101130","1840","Virginia","510","Madison","1130","Madison",14,12,4,4,2,0,11,16,4,3,0,0,843,646,393,246,112,0,757,571,378,227,135,0,3729,70,4308,36,34,2240,2068
"G5101135","1840","Virginia","510","Marshall","1135","Marshall",0,10,1,4,1,1,5,9,1,4,1,0,7,14,3,2,0,0,4,10,3,3,0,0,6854,37,46,17,20,26,20
"G5101137","1840","Virginia","510","Mason","1137","Mason",9,6,2,5,1,0,10,6,4,2,1,0,171,137,71,27,10,0,126,148,64,41,13,0,5923,46,808,23,23,416,392
"G5101150","1840","Virginia","510","Matthews","1150","Matthews",19,18,23,7,5,0,23,34,22,8,5,0,606,439,267,184,98,0,589,438,355,212,121,0,3969,164,3309,72,92,1594,1715
"G5101170","1840","Virginia","510","Mecklenburg","1170","Mecklenburg",159,164,93,66,30,2,155,179,105,68,34,0,2050,1895,1056,783,340,2,2033,1752,987,707,310,0,7754,1055,11915,514,541,6126,5789
"G5101175","1840","Virginia","510","Mercer","1175","Mercer",2,1,0,1,0,0,2,0,1,0,1,0,17,25,5,1,2,0,15,16,9,7,1,0,2127,8,98,4,4,50,48
"G5101190","1840","Virginia","510","Middlesex","1190","Middlesex",24,22,10,12,2,0,25,22,10,6,8,1,370,308,179,126,87,2,410,315,204,125,82,1,2041,142,2209,70,72,1072,1137
"G5101193","1840","Virginia","510","Monongalia","1193","Monongalia",27,22,9,10,4,0,21,24,10,14,4,1,38,51,22,11,9,0,30,42,28,20,9,0,16962,146,260,72,74,131,129
"G5101197","1840","Virginia","510","Monroe","1197","Monroe",7,23,7,2,2,0,15,19,8,9,5,0,164,145,63,50,18,0,150,139,86,44,9,0,7457,97,868,41,56,440,428
"G5101210","1840","Virginia","510","Montgomery","1210","Montgomery",20,4,7,7,4,0,17,10,13,3,2,0,289,254,118,63,29,0,266,242,117,78,37,0,5825,87,1493,42,45,753,740
"G5101215","1840","Virginia","510","Morgan","1215","Morgan",0,1,3,0,0,0,0,0,0,1,1,0,20,27,4,8,3,0,27,23,14,3,5,0,4113,6,134,4,2,62,72
"G5101230","1840","Virginia","510","Nansemond","1230","Nansemond",210,244,89,88,36,2,243,234,137,83,39,2,733,714,442,312,154,2,738,655,386,276,116,2,4858,1407,4530,669,738,2357,2173
"G5101250","1840","Virginia","510","Nelson","1250","Nelson",22,17,13,12,9,0,28,17,14,9,11,0,974,882,612,411,172,0,1063,840,488,342,181,2,6168,152,5967,73,79,3051,2916
"G5101270","1840","Virginia","510","New Kent","1270","New Kent",51,51,21,16,21,0,59,67,36,27,24,0,623,426,262,190,111,1,562,527,315,240,128,0,2472,373,3385,160,213,1613,1772
"G5101275","1840","Virginia","510","Nicholas","1275","Nicholas",1,0,0,0,0,0,1,1,0,0,0,0,18,11,5,3,1,0,6,15,4,9,0,0,2440,3,72,1,2,38,34
"G5101290","1840","Virginia","510","Norfolk","1290","Norfolk",367,284,180,146,82,0,345,340,285,217,144,0,1287,1364,956,710,292,0,1309,1462,971,970,411,3,15444,2390,9735,1059,1331,4609,5126
"G5101310","1840","Virginia","510","Northampton","1310","Northampton",114,95,64,33,33,0,126,82,82,65,60,0,569,550,321,260,138,0,587,449,354,266,125,1,3341,754,3620,339,415,1838,1782
"G5101330","1840","Virginia","510","Northumberland","1330","Northumberland",136,84,58,32,14,0,110,100,59,31,22,1,570,473,261,197,106,2,561,440,342,188,102,1,4034,647,3243,324,323,1609,1634
"G5101350","1840","Virginia","510","Nottoway","1350","Nottoway",26,19,9,8,7,1,26,31,18,10,3,0,1330,976,616,447,185,2,1219,1003,665,419,209,0,2490,158,7071,70,88,3556,3515
"G5101355","1840","Virginia","510","Ohio","1355","Ohio",41,22,32,34,19,0,45,22,41,32,15,0,24,36,13,6,1,1,28,61,28,12,2,0,12842,303,212,148,155,81,131
"G5101370","1840","Virginia","510","Orange","1370","Orange",37,31,17,10,2,0,32,21,17,7,12,0,966,735,429,387,161,4,987,752,480,307,154,2,3575,186,5364,97,89,2682,2682
"G5101390","1840","Virginia","510","Page","1390","Page",40,41,20,9,4,0,30,38,15,14,5,0,110,137,114,42,27,1,109,136,49,36,20,0,5197,216,781,114,102,431,350
"G5101410","1840","Virginia","510","Patrick","1410","Patrick",24,13,11,5,1,0,13,19,8,5,4,0,352,292,115,86,33,0,347,307,149,112,47,2,6087,103,1842,54,49,878,964
"G5101415","1840","Virginia","510","Pendleton","1415","Pendleton",5,7,3,0,0,0,5,5,2,4,2,0,80,99,25,18,12,0,71,84,42,21,10,0,6445,33,462,15,18,234,228
"G5101430","1840","Virginia","510","Pittsylvania","1430","Pittsylvania",107,63,46,30,11,1,103,96,64,27,9,0,2154,1851,1041,635,231,0,2119,1769,916,610,232,0,14283,557,11558,258,299,5912,5646
"G5101437","1840","Virginia","510","Pocahontas","1437","Pocahontas",5,1,1,2,2,0,2,1,1,2,2,0,34,45,14,16,5,0,39,33,17,10,6,0,2684,19,219,11,8,114,105
"G5101450","1840","Virginia","510","Powhatan","1450","Powhatan",39,49,39,30,17,0,64,46,30,32,17,0,866,722,494,442,180,1,815,704,409,334,161,1,2432,363,5129,174,189,2705,2424
"G5101455","1840","Virginia","510","Preston","1455","Preston",4,6,2,2,1,0,7,6,1,3,0,0,18,13,7,4,3,0,14,14,5,9,4,0,6743,32,91,15,17,45,46
"G5101470","1840","Virginia","510","Prince Edward","1470","Prince Edward",74,106,69,29,17,0,76,81,58,40,20,0,1402,1425,877,660,243,0,1378,1238,694,470,187,2,4923,570,8576,295,275,4607,3969
"G5101490","1840","Virginia","510","Prince George","1490","Prince George",65,62,30,49,24,0,67,71,37,44,20,0,629,527,405,412,109,1,644,489,391,291,115,1,2692,469,4014,230,239,2083,1931
"G5101510","1840","Virginia","510","Princess Anne","1510","Princess Anne",29,41,14,11,11,0,30,29,13,16,8,0,545,486,271,200,100,2,488,414,290,207,82,2,3996,202,3087,106,96,1604,1483
"G5101530","1840","Virginia","510","Prince William","1530","Prince William",97,52,32,35,19,0,103,70,41,39,19,3,482,420,200,199,97,0,464,373,228,192,112,0,4867,510,2767,235,275,1398,1369
"G5101550","1840","Virginia","510","Pulaski","1550","Pulaski",0,5,2,1,0,0,1,5,1,2,0,0,184,153,67,67,20,0,181,151,72,49,10,0,2768,17,954,8,9,491,463
"G5101557","1840","Virginia","510","Randolph","1557","Randolph",41,34,8,10,7,0,29,33,18,9,4,0,36,32,16,10,3,0,44,30,29,11,5,0,5799,193,216,100,93,97,119
"G5101570","1840","Virginia","510","Rappahannock","1570","Rappahannock",63,38,18,17,4,0,50,43,29,15,10,0,711,598,258,188,47,0,719,580,292,182,88,0,5307,287,3663,140,147,1802,1861
"G5101590","1840","Virginia","510","Richmond","1590","Richmond",106,73,33,35,11,0,99,63,54,27,9,0,374,376,183,139,71,0,422,350,172,190,85,1,3092,510,2363,258,252,1143,1220
"G5101610","1840","Virginia","510","Roanoke","1610","Roanoke",14,15,11,12,6,0,13,11,8,6,5,0,267,262,142,103,32,0,279,236,127,77,27,1,3845,101,1553,58,43,806,747
"G5101630","1840","Virginia","510","Rockbridge","1630","Rockbridge",55,51,32,14,7,0,52,49,29,24,13,0,650,562,367,226,73,0,578,507,266,200,80,1,10448,326,3510,159,167,1878,1632
"G5101650","1840","Virginia","510","Rockingham","1650","Rockingham",79,90,39,23,17,0,64,96,39,35,19,0,315,342,158,122,47,0,323,304,153,99,36,0,14944,501,1899,248,253,984,915
"G5101670","1840","Virginia","510","Russell","1670","Russell",6,1,0,2,2,0,5,3,3,1,3,0,143,116,38,27,7,0,129,136,49,39,16,0,7152,26,700,11,15,331,369
"G5101690","1840","Virginia","510","Scott","1690","Scott",13,7,2,1,3,0,7,4,4,4,3,0,65,66,19,10,5,0,65,59,25,20,10,0,6911,48,344,26,22,165,179
"G5101710","1840","Virginia","510","Shenandoah","1710","Shenandoah",46,38,27,17,8,0,46,48,13,17,5,0,151,183,117,96,28,2,133,165,68,63,27,0,10320,265,1033,136,129,577,456
"G5101730","1840","Virginia","510","Smyth","1730","Smyth",16,15,7,9,6,0,42,24,14,7,5,0,122,141,85,49,22,0,165,125,70,42,17,0,5539,145,838,53,92,419,419
"G5101750","1840","Virginia","510","Southampton","1750","Southampton",312,272,117,85,52,0,323,285,180,108,65,0,1104,1017,577,501,240,4,1110,887,477,412,217,9,6171,1799,6555,838,961,3443,3112
"G5101770","1840","Virginia","510","Spotsylvania","1770","Spotsylvania",114,100,60,40,26,0,118,123,90,60,53,1,1302,1091,646,437,199,2,1303,1120,762,502,221,5,6786,785,7590,340,445,3677,3913
"G5101790","1840","Virginia","510","Stafford","1790","Stafford",65,54,35,23,17,0,40,50,24,33,28,0,685,570,330,234,122,1,581,466,268,229,109,1,4489,369,3596,194,175,1942,1654
"G5101810","1840","Virginia","510","Surry","1810","Surry",160,158,99,57,27,0,182,192,86,73,36,0,453,393,277,235,134,0,466,380,220,183,109,3,2557,1070,2853,501,569,1492,1361
"G5101830","1840","Virginia","510","Sussex","1830","Sussex",151,123,54,49,21,2,128,150,68,36,28,1,1189,1054,639,498,206,0,1119,971,530,415,211,2,3584,811,6834,400,411,3586,3248
"G5101850","1840","Virginia","510","Tazewell","1850","Tazewell",5,5,5,3,2,0,11,0,2,2,3,0,153,148,58,32,9,0,150,122,65,37,12,0,5466,38,786,20,18,400,386
"G5101855","1840","Virginia","510","Tyler","1855","Tyler",0,2,0,0,1,0,0,0,0,0,2,0,9,15,2,3,2,0,15,19,8,8,4,0,6864,5,85,3,2,31,54
"G5101870","1840","Virginia","510","Warren","1870","Warren",69,44,19,14,14,0,58,62,24,26,12,0,260,223,115,75,27,0,275,236,102,88,32,1,3851,342,1434,160,182,700,734
"G5101890","1840","Virginia","510","Warwick","1890","Warwick",2,5,1,1,0,0,4,5,1,2,0,0,101,124,72,71,30,0,142,107,84,75,25,0,604,21,831,9,12,398,433
"G5101910","1840","Virginia","510","Washington","1910","Washington",35,36,14,12,7,0,30,46,20,9,3,0,405,323,176,104,23,0,357,362,168,107,33,0,10731,212,2058,104,108,1031,1027
"G5101930","1840","Virginia","510","Westmoreland","1930","Westmoreland",170,152,70,41,21,0,202,161,81,48,16,1,647,564,292,227,100,2,610,500,297,228,121,2,3466,963,3590,454,509,1832,1758
"G5101953","1840","Virginia","510","Wood","1953","Wood",11,8,1,5,7,0,5,3,3,5,8,0,124,121,31,24,17,0,101,96,67,26,17,0,7243,56,624,32,24,317,307
"G5101970","1840","Virginia","510","Wythe","1970","Wythe",25,19,16,3,2,0,28,12,13,5,2,0,285,268,176,76,27,0,248,271,134,98,35,0,7632,125,1618,65,60,832,786
"G5101990","1840","Virginia","510","York","1990","York",115,96,29,77,3,0,113,92,65,58,2,0,350,282,207,169,51,5,312,273,226,168,67,2,1958,650,2112,320,330,1064,1048
